,Age,Job,Marital_Status,Education,Annual_Income,Credit_Score,Account_Balance,Housing_Loan,Personal_Loan,Contacted_Before,Campaign_Count,Months_With_Bank,Subscribed
2886,61,Technician,Single,Not Graduate,507630,776,0,Yes,No,No,7,163,Yes
2887,28,Student,Single,Not Graduate,750314,641,0,No,Yes,No,0,56,No
2888,19,Self-Employed,Married,Graduate,292832,555,209098,No,No,No,6,92,No
2889,21,Services,Married,Not Graduate,526571,616,177617,Yes,No,No,5,53,No
2890,37,Student,Married,Not Graduate,1142982,722,56582,Yes,No,Yes,3,57,No
2891,31,Entrepreneur,Divorced,Graduate,165263,548,0,No,No,No,4,90,No
2892,51,Entrepreneur,Single,Graduate,310996,596,0,Yes,Yes,Yes,3,39,No
2893,39,Technician,Married,Graduate,1367080,684,83688,Yes,No,No,4,111,Yes
2894,47,Self-Employed,Married,Graduate,327838,718,61880,Yes,Yes,No,4,120,Yes
2895,39,Unemployed,Single,Graduate,565497,595,167757,No,No,No,3,110,Yes
2896,32,Admin,Single,Not Graduate,247808,652,84213,Yes,No,No,4,74,No
2897,40,Retired,Married,Not Graduate,775202,683,84222,Yes,No,No,5,122,No
2898,44,Services,Married,Graduate,619158,637,100357,No,No,Yes,2,89,No
2899,42,Retired,Married,Graduate,325285,668,83471,No,No,No,3,48,Yes
2900,39,Admin,Married,Graduate,341906,742,82988,No,Yes,No,1,1,Yes
2901,38,Management,Single,Graduate,732597,623,70461,No,No,Yes,2,96,No
2902,49,Unemployed,Married,Not Graduate,425024,676,0,No,Yes,Yes,2,67,No
2903,32,Management,Married,Graduate,871477,757,205906,Yes,Yes,No,4,96,No
2905,40,Entrepreneur,Single,Graduate,778001,782,148114,Yes,Yes,Yes,3,81,Yes
2906,36,Management,Married,Graduate,630752,658,225288,Yes,No,Yes,2,55,Yes
2907,42,Admin,Married,Graduate,1269625,793,0,Yes,No,Yes,4,40,No
2908,36,Technician,Married,Graduate,485426,589,10330,No,No,Yes,4,90,No
2909,35,Retired,Single,Graduate,161574,768,120741,Yes,No,Yes,2,78,No
2910,41,Student,Married,Graduate,556676,642,172448,Yes,No,No,4,72,No
2911,33,Admin,Divorced,Graduate,449382,600,7120,No,No,No,3,117,No
2912,44,Self-Employed,Single,Graduate,227407,648,93899,No,No,No,5,40,No
2913,34,Services,Single,Not Graduate,351387,621,48099,Yes,No,No,1,63,No
2914,46,Technician,Married,Graduate,449274,698,0,Yes,No,Yes,2,6,No
2915,49,Technician,Single,Not Graduate,500719,622,275400,No,No,No,4,19,No
2916,39,Self-Employed,Divorced,Graduate,295716,703,230629,Yes,Yes,Yes,4,91,No
2917,45,Services,Married,Not Graduate,637445,660,167818,Yes,No,No,7,76,No
2918,48,Student,Married,Not Graduate,230320,719,0,No,No,No,4,52,No
2919,30,Self-Employed,Married,Graduate,290103,504,86846,Yes,Yes,Yes,3,105,No
2920,48,Retired,Married,Not Graduate,522505,676,83471,Yes,No,No,2,32,No
2921,46,Technician,Married,Graduate,324169,717,196331,No,Yes,No,1,35,Yes
2922,53,Retired,Married,Not Graduate,653042,713,62174,No,No,No,4,83,No
2923,46,Services,Single,Not Graduate,450651,773,0,No,No,No,1,22,Yes
2924,28,Entrepreneur,Married,Graduate,1433472,726,28360,No,No,No,3,69,No
2925,52,Entrepreneur,Married,Graduate,532059,740,82459,Yes,No,No,3,101,Yes
2926,39,Admin,Married,Not Graduate,496004,847,130949,Yes,Yes,No,1,115,Yes
2927,28,Services,Single,Graduate,250503,624,0,No,No,No,2,79,No
2928,37,Services,Married,Graduate,378447,636,50898,Yes,No,Yes,2,91,No
2929,40,Student,Married,Graduate,1168209,740,177799,Yes,No,Yes,5,40,Yes
2930,51,Technician,Married,Graduate,328717,850,0,No,Yes,No,4,1,Yes
2931,40,Technician,Married,Graduate,973032,668,18258,No,No,No,3,36,No
2932,37,Self-Employed,Divorced,Graduate,512029,620,141212,Yes,No,No,5,1,Yes
2933,39,Management,Single,Graduate,434160,717,36112,Yes,No,No,3,38,No
2934,42,Technician,Single,Graduate,553107,639,32059,Yes,No,Yes,3,157,Yes
2935,46,Unemployed,Married,Graduate,787606,629,282400,No,No,No,4,93,No
2936,40,Retired,Married,Graduate,201906,714,0,No,No,Yes,5,133,No
2937,56,Management,Married,Not Graduate,530735,673,55365,No,No,Yes,2,29,No
2938,39,Management,Single,Graduate,427997,631,210375,Yes,No,No,3,29,Yes
2939,51,Management,Married,Not Graduate,485291,611,0,No,No,No,1,113,Yes
2940,32,Unemployed,Married,Not Graduate,425400,692,227430,No,No,Yes,6,1,No
2941,36,Retired,Single,Not Graduate,345235,642,36860,Yes,No,Yes,2,49,Yes
2942,53,Retired,Married,Not Graduate,172986,605,33500,No,No,No,1,104,No
2943,35,Services,Married,Graduate,751115,688,188784,No,No,Yes,5,148,No
2944,46,Admin,Divorced,Not Graduate,553107,641,105974,No,Yes,No,1,39,No
2945,42,Technician,Single,Graduate,348436,708,69019,Yes,Yes,Yes,2,91,No
2946,18,Management,Single,Graduate,1300000,659,35286,Yes,No,No,2,57,Yes
2947,47,Student,Married,Graduate,1911792,630,110927,Yes,No,No,7,70,No
2948,32,Student,Married,Not Graduate,291385,754,92611,Yes,No,Yes,2,18,No
2949,37,Unemployed,Married,Not Graduate,1600601,517,0,No,No,No,3,141,No
2950,43,Entrepreneur,Married,Graduate,568523,699,153070,No,No,No,4,114,No
2951,47,Self-Employed,Married,Graduate,336865,617,228469,Yes,No,No,3,115,Yes
2952,52,Entrepreneur,Single,Graduate,313212,749,237640,Yes,No,No,3,11,Yes
2953,34,Unemployed,Single,Graduate,609182,761,8214,Yes,No,Yes,5,1,Yes
2954,40,Unemployed,Married,Graduate,339895,774,59733,Yes,No,Yes,3,103,Yes
2955,34,Technician,Married,Graduate,182516,736,0,No,Yes,No,2,103,No
2956,47,Admin,Single,Graduate,368047,691,133500,Yes,No,No,4,69,No
2957,38,Admin,Divorced,Graduate,398842,625,89744,No,No,No,2,66,No
2958,39,Entrepreneur,Married,Graduate,720541,663,85760,Yes,No,No,4,28,No
2959,43,Self-Employed,Married,Not Graduate,678621,748,56274,No,No,Yes,3,73,Yes
2960,57,Admin,Married,Graduate,604680,740,119687,No,No,No,6,115,No
2961,28,Entrepreneur,Married,Graduate,1311345,950,0,No,No,No,5,1,Yes
2962,33,Student,Married,Not Graduate,562843,662,163739,Yes,No,No,3,68,Yes
2963,37,Admin,Single,Graduate,445381,588,0,No,No,No,3,109,No
2964,59,Unemployed,Single,Not Graduate,957102,784,52760,Yes,No,No,6,68,Yes
2965,37,Retired,Divorced,Graduate,705575,698,30347,Yes,No,No,1,51,No
2966,21,Unemployed,Single,Not Graduate,417343,567,0,No,No,Yes,2,25,No
2967,41,Management,Single,Not Graduate,480068,820,65185,Yes,No,No,1,137,Yes
2968,35,Self-Employed,Married,Not Graduate,425551,715,194105,Yes,No,No,2,38,No
2969,49,Retired,Divorced,Not Graduate,443054,732,0,Yes,No,Yes,3,111,Yes
2970,33,Services,Single,Graduate,442560,679,120808,Yes,No,No,9,111,No
2971,33,Student,Married,Not Graduate,1083901,744,23361,Yes,Yes,No,5,26,No
2972,38,Student,Married,Graduate,689294,572,40110,Yes,No,Yes,2,84,Yes
2973,55,Self-Employed,Married,Not Graduate,850502,631,98574,Yes,No,No,1,75,No
2974,42,Management,Married,Not Graduate,408672,720,220477,Yes,No,No,5,113,Yes
2975,39,Student,Married,Not Graduate,362531,736,125541,Yes,No,Yes,4,101,No
2976,32,Services,Married,Not Graduate,504537,684,0,No,No,No,5,1,No
2977,51,Technician,Married,Graduate,506548,677,95179,Yes,No,No,3,51,No
2978,30,Entrepreneur,Married,Graduate,215654,655,225854,Yes,No,Yes,6,42,Yes
2979,35,Entrepreneur,Married,Not Graduate,470147,799,185250,Yes,Yes,No,3,98,No
2980,46,Services,Single,Graduate,676439,730,71393,No,Yes,Yes,4,1,No
2981,47,Entrepreneur,Married,Graduate,336067,747,9065,No,Yes,No,3,33,No
2982,31,Retired,Married,Graduate,480196,696,0,No,No,Yes,4,140,Yes
2983,43,Services,Single,Graduate,663313,700,85702,Yes,No,No,3,33,Yes
2984,49,Self-Employed,Single,Not Graduate,670436,682,83471,No,No,No,5,88,Yes
2985,46,Entrepreneur,Single,Graduate,454586,766,27682,Yes,No,Yes,2,85,Yes
2986,39,Admin,Single,Graduate,502985,578,0,No,No,No,3,13,No
2987,63,Retired,Married,Not Graduate,409627,686,857,No,No,No,4,108,No
2988,37,Management,Single,Not Graduate,906130,684,0,No,No,No,3,71,No
2989,32,Unemployed,Married,Graduate,572902,698,190479,No,No,No,2,70,Yes
2990,31,Retired,Married,Not Graduate,926275,729,63809,No,No,No,2,17,Yes
2991,28,Self-Employed,Married,Graduate,627261,660,189554,No,Yes,No,1,102,No
2992,39,Admin,Divorced,Not Graduate,291680,683,0,No,Yes,Yes,3,1,Yes
2993,37,Unemployed,Married,Not Graduate,418108,817,57532,No,Yes,No,2,121,No
2994,52,Services,Married,Not Graduate,571994,821,89374,Yes,No,Yes,3,70,Yes
2995,23,Management,Single,Graduate,969024,731,0,Yes,Yes,No,4,126,No
2996,53,Management,Single,Graduate,461238,702,29137,No,No,Yes,1,81,No
2997,48,Technician,Divorced,Graduate,1007708,751,87714,Yes,Yes,No,2,29,No
2998,40,Admin,Single,Graduate,697739,658,97161,No,No,No,5,130,No
2999,39,Unemployed,Married,Graduate,831505,735,26560,Yes,No,No,4,94,Yes
3000,33,Retired,Married,Not Graduate,417954,653,73529,No,No,No,6,28,Yes
3001,31,Technician,Divorced,Graduate,1984316,707,23149,Yes,No,No,3,132,Yes
3002,58,Services,Divorced,Not Graduate,855581,666,145922,Yes,No,No,3,89,No
3003,20,Admin,Married,Graduate,210443,570,121305,No,No,Yes,2,11,Yes
3004,48,Retired,Single,Not Graduate,859119,803,0,Yes,Yes,Yes,3,137,No
3005,34,Management,Married,Graduate,592864,657,55550,No,Yes,Yes,3,89,Yes
3006,33,Technician,Married,Not Graduate,544538,715,236654,No,No,No,5,127,Yes
3007,38,Services,Married,Not Graduate,1035780,682,0,No,No,No,3,133,No
3008,27,Management,Married,Graduate,684743,610,149921,No,No,Yes,3,5,No
3009,24,Management,Married,Not Graduate,977135,638,49875,No,No,No,3,30,No
3010,43,Entrepreneur,Married,Not Graduate,1519419,598,0,Yes,No,Yes,3,91,Yes
3011,39,Management,Divorced,Graduate,376415,702,291592,Yes,No,No,2,76,Yes
3012,41,Admin,Married,Not Graduate,567868,775,75633,No,No,No,2,154,No
3013,33,Technician,Divorced,Graduate,591536,625,0,No,No,No,2,100,No
3014,38,Admin,Married,Not Graduate,279228,850,104406,No,No,No,2,136,Yes
3015,33,Student,Married,Graduate,863852,682,0,No,No,No,4,125,No
3016,61,Admin,Single,Not Graduate,357507,676,37856,No,No,No,3,15,No
3017,38,Retired,Married,Not Graduate,159376,783,0,Yes,No,Yes,2,1,No
3018,39,Unemployed,Married,Not Graduate,1025874,585,39855,Yes,No,No,3,195,No
3019,21,Retired,Married,Graduate,1160633,723,49509,Yes,No,No,5,155,No
3020,50,Admin,Single,Not Graduate,914926,717,203678,No,No,No,3,64,Yes
3021,49,Student,Married,Graduate,294058,774,182348,No,No,No,3,83,Yes
3022,38,Technician,Married,Graduate,618886,659,0,Yes,No,No,6,1,No
3023,27,Management,Married,Graduate,327534,648,195613,No,No,No,3,9,Yes
3024,54,Entrepreneur,Married,Not Graduate,134051,682,122118,Yes,No,Yes,2,148,Yes
3025,20,Admin,Divorced,Not Graduate,439074,850,5000000,No,No,No,4,51,No
3026,39,Admin,Married,Not Graduate,597300,781,90006,No,No,No,3,131,No
3027,44,Services,Married,Not Graduate,776046,704,29156,Yes,No,No,3,1,Yes
3028,38,Services,Single,Graduate,448313,711,91014,No,No,No,4,52,Yes
3029,46,Entrepreneur,Divorced,Graduate,1134252,801,28865,Yes,No,Yes,2,18,Yes
3030,18,Self-Employed,Married,Graduate,1237212,536,64998,No,No,Yes,5,11,No
3031,37,Services,Married,Graduate,1620271,648,36931,No,No,No,8,103,Yes
3032,33,Services,Divorced,Graduate,526891,714,5267,No,No,No,4,110,No
3033,38,Technician,Divorced,Graduate,174877,635,0,No,No,No,2,1,No
3034,36,Entrepreneur,Single,Graduate,306356,774,86079,No,No,No,3,21,No
3035,42,Technician,Single,Graduate,614184,741,231898,No,No,No,3,31,No
3036,28,Student,Married,Not Graduate,694884,707,0,Yes,Yes,No,5,6,No
3037,54,Entrepreneur,Married,Graduate,553107,620,79139,No,No,No,3,160,No
3038,59,Unemployed,Married,Graduate,2598413,670,62150,No,No,No,5,78,No
3039,30,Self-Employed,Married,Not Graduate,335124,721,121434,No,Yes,No,4,39,Yes
3040,43,Services,Single,Graduate,833430,752,167259,No,No,Yes,2,122,Yes
3041,40,Services,Married,Graduate,496820,638,2220,Yes,No,Yes,3,40,No
3042,39,Student,Single,Graduate,1115465,618,304018,No,No,Yes,1,73,Yes
3043,53,Retired,Married,Graduate,437106,747,0,Yes,No,No,1,93,Yes
3044,28,Technician,Single,Graduate,998677,728,0,Yes,No,No,3,13,Yes
3046,55,Management,Single,Graduate,368073,615,113840,No,No,No,6,51,No
3047,43,Management,Married,Graduate,309173,680,192506,No,Yes,No,3,26,No
3048,39,Admin,Divorced,Graduate,359874,595,42401,Yes,No,Yes,5,1,No
3049,49,Management,Single,Not Graduate,467858,835,104552,Yes,No,No,6,43,No
3050,26,Entrepreneur,Married,Not Graduate,1094937,682,81472,No,No,Yes,5,73,No
3051,34,Student,Married,Not Graduate,514759,644,103385,No,Yes,No,5,85,No
3052,55,Entrepreneur,Single,Graduate,495202,731,0,No,No,No,4,42,Yes
3053,52,Admin,Married,Graduate,443785,785,0,No,Yes,No,2,130,No
3054,27,Self-Employed,Married,Graduate,203082,746,200208,No,No,No,3,62,Yes
3055,30,Self-Employed,Married,Graduate,638320,607,11512,Yes,No,No,1,64,No
3056,38,Admin,Married,Graduate,487201,645,178038,Yes,Yes,No,4,3,No
3057,49,Unemployed,Married,Graduate,217100,650,179919,Yes,No,No,2,94,No
3058,34,Retired,Married,Not Graduate,1379049,702,128780,Yes,No,Yes,4,140,Yes
3059,34,Retired,Married,Not Graduate,380660,708,281628,No,Yes,Yes,2,101,Yes
3060,37,Entrepreneur,Married,Graduate,950294,628,26835,No,No,Yes,2,35,No
3061,27,Technician,Single,Not Graduate,489585,709,93043,Yes,No,No,1,121,No
3062,28,Technician,Married,Graduate,255371,607,175210,No,No,Yes,3,123,No
3063,35,Student,Married,Not Graduate,257307,675,230500,Yes,No,Yes,2,1,Yes
3064,39,Retired,Single,Not Graduate,690283,654,0,Yes,No,No,2,116,No
3065,43,Unemployed,Single,Graduate,172515,630,87172,No,No,No,2,138,No
3066,50,Entrepreneur,Married,Graduate,266824,681,259941,Yes,Yes,No,3,39,No
3067,50,Self-Employed,Married,Graduate,685563,620,24990,No,No,No,5,73,No
3068,52,Management,Single,Not Graduate,369352,676,144613,No,No,Yes,3,136,No
3069,39,Self-Employed,Married,Graduate,498749,769,136203,No,No,No,2,113,No
3070,27,Retired,Married,Graduate,674390,529,195584,Yes,No,Yes,5,23,No
3071,34,Admin,Single,Graduate,702524,658,57275,Yes,Yes,No,3,134,Yes
3072,54,Retired,Single,Graduate,1169038,668,132944,No,No,Yes,2,81,No
3073,27,Technician,Single,Graduate,1117995,638,84665,No,No,No,3,167,No
3074,35,Entrepreneur,Married,Graduate,304777,680,93931,No,No,Yes,3,69,No
3075,40,Management,Married,Not Graduate,233170,729,225863,Yes,No,No,4,16,No
3076,38,Services,Married,Graduate,185212,642,176660,No,Yes,No,4,67,No
3077,41,Admin,Married,Graduate,155945,599,168840,No,No,No,1,135,No
3078,24,Services,Married,Graduate,279932,637,188468,No,No,Yes,3,111,No
3079,38,Retired,Divorced,Graduate,265978,701,129675,No,No,No,3,144,No
3080,36,Technician,Single,Graduate,363307,737,97896,No,No,No,5,159,No
3081,40,Services,Married,Graduate,491015,632,0,Yes,No,No,1,33,No
3082,18,Unemployed,Single,Graduate,374768,707,127668,No,Yes,Yes,2,65,No
3083,36,Technician,Married,Graduate,1075205,552,64681,No,No,No,2,32,No
3084,54,Admin,Married,Not Graduate,560607,633,37622,Yes,No,No,2,73,No
3085,36,Entrepreneur,Single,Not Graduate,278888,689,124557,Yes,No,No,3,102,Yes
3086,33,Unemployed,Single,Graduate,820785,608,119616,Yes,No,No,5,108,No
3087,49,Technician,Married,Graduate,1492951,669,0,No,No,No,4,1,Yes
3088,23,Management,Married,Graduate,477147,747,84111,Yes,Yes,No,3,30,No
3089,35,Retired,Married,Graduate,742332,763,65268,Yes,Yes,Yes,2,102,No
3090,45,Services,Married,Not Graduate,642298,706,122280,No,No,Yes,8,103,Yes
3091,53,Self-Employed,Married,Graduate,1526668,733,159663,No,No,Yes,2,95,Yes
3092,66,Services,Single,Graduate,553107,652,217976,Yes,No,Yes,6,56,No
3093,47,Admin,Single,Graduate,887531,628,190311,Yes,No,Yes,1,49,No
3094,25,Unemployed,Divorced,Graduate,477136,639,104334,No,No,No,5,93,No
3095,35,Self-Employed,Married,Not Graduate,309169,789,311801,No,No,Yes,7,81,Yes
3096,39,Entrepreneur,Married,Graduate,686066,661,0,No,No,No,2,90,Yes
3097,22,Self-Employed,Married,Not Graduate,553107,722,0,Yes,No,No,3,118,Yes
3098,34,Technician,Married,Graduate,551284,689,186776,No,No,No,5,109,No
3099,19,Admin,Single,Graduate,499824,717,105461,No,No,No,2,50,Yes
3100,39,Entrepreneur,Married,Graduate,556967,681,0,No,No,No,3,135,Yes
3101,55,Entrepreneur,Married,Graduate,720517,726,68359,No,No,No,1,45,Yes
3102,38,Services,Single,Not Graduate,500637,683,72204,Yes,No,No,3,87,No
3103,52,Technician,Married,Graduate,699830,678,40094,No,No,Yes,4,118,No
3104,45,Self-Employed,Married,Graduate,847673,667,77833,No,No,Yes,4,120,No
3105,57,Entrepreneur,Divorced,Not Graduate,264587,781,198799,Yes,No,Yes,3,13,Yes
3106,42,Entrepreneur,Married,Not Graduate,675354,529,110990,No,No,No,2,70,No
3107,37,Admin,Married,Graduate,984169,686,86228,Yes,No,No,3,97,No
3108,36,Student,Single,Not Graduate,1566197,816,224569,Yes,No,No,3,100,Yes
3109,18,Admin,Married,Not Graduate,592722,689,73845,Yes,No,Yes,7,46,No
3110,28,Self-Employed,Single,Graduate,409508,652,83471,Yes,No,Yes,2,53,No
3111,37,Services,Divorced,Graduate,320870,689,171037,No,No,Yes,5,22,No
3112,42,Entrepreneur,Single,Not Graduate,553107,650,30620,Yes,No,No,6,47,No
3113,53,Unemployed,Married,Graduate,587608,678,7015,No,No,No,3,30,Yes
3114,52,Admin,Single,Not Graduate,1371360,739,0,No,No,No,4,68,Yes
3115,28,Self-Employed,Single,Not Graduate,816251,686,130621,No,No,No,3,82,No
3116,37,Admin,Single,Not Graduate,481391,670,60842,No,No,Yes,2,103,No
3117,39,Admin,Married,Not Graduate,553107,693,0,No,Yes,Yes,8,1,No
3118,30,Management,Married,Graduate,640330,732,20614,Yes,No,No,6,41,No
3120,45,Services,Divorced,Graduate,995202,701,20525,Yes,No,Yes,5,33,No
3121,32,Management,Single,Not Graduate,464259,730,0,No,No,No,3,15,Yes
3122,48,Self-Employed,Single,Graduate,362367,608,147052,No,Yes,No,2,91,No
3123,35,Services,Single,Graduate,736042,660,0,No,No,No,7,89,No
3124,39,Retired,Married,Graduate,1270522,674,37157,Yes,No,Yes,3,54,Yes
3125,46,Unemployed,Single,Graduate,566323,733,0,Yes,No,No,3,72,Yes
3126,40,Entrepreneur,Married,Graduate,303375,679,150011,No,No,No,1,71,Yes
3127,26,Admin,Married,Not Graduate,427092,626,132043,No,No,Yes,6,91,No
3128,42,Services,Single,Graduate,576830,738,197436,Yes,Yes,No,2,21,No
3129,26,Student,Married,Graduate,443796,713,193327,No,No,No,4,62,Yes
3130,39,Unemployed,Divorced,Not Graduate,704017,718,150150,Yes,Yes,No,2,113,No
3131,18,Services,Married,Graduate,338139,658,55615,No,No,Yes,3,63,No
3132,50,Services,Married,Graduate,666150,741,32196,Yes,Yes,No,4,137,No
3133,40,Unemployed,Single,Not Graduate,1429983,625,3822,No,No,No,1,77,No
3134,57,Entrepreneur,Married,Graduate,605062,742,144506,Yes,No,No,2,35,Yes
3135,33,Admin,Married,Not Graduate,177869,791,136088,No,No,No,3,49,No
3136,45,Self-Employed,Divorced,Not Graduate,246532,779,158116,No,No,Yes,6,95,Yes
3137,53,Entrepreneur,Single,Not Graduate,597838,660,186026,No,No,No,5,10,No
3138,34,Admin,Married,Graduate,469632,730,59511,Yes,No,No,1,62,No
3139,46,Retired,Single,Graduate,887924,653,144477,No,No,No,4,46,Yes
3140,38,Admin,Single,Graduate,553107,738,129392,No,No,No,2,97,No
3141,39,Management,Divorced,Graduate,362466,722,9477,No,No,No,2,104,No
3142,53,Entrepreneur,Married,Graduate,947696,807,202674,Yes,No,No,1,164,No
3143,21,Admin,Married,Not Graduate,388875,575,112246,No,No,Yes,3,102,No
3144,35,Technician,Single,Graduate,553107,711,94040,No,No,No,4,21,Yes
3145,41,Student,Divorced,Graduate,290192,675,0,Yes,No,No,5,96,No
3146,34,Self-Employed,Married,Graduate,733214,682,98158,No,No,No,2,1,Yes
3147,41,Entrepreneur,Married,Graduate,1411756,733,261074,Yes,No,No,3,101,No
3148,71,Entrepreneur,Divorced,Graduate,319150,766,140080,Yes,No,Yes,6,128,Yes
3149,41,Services,Single,Not Graduate,563298,744,171475,No,No,Yes,2,1,No
3150,31,Services,Divorced,Not Graduate,214096,695,0,No,Yes,No,3,52,Yes
3151,69,Student,Married,Graduate,658943,752,203849,No,No,No,5,97,No
3152,30,Self-Employed,Single,Not Graduate,610138,784,312545,Yes,No,No,3,11,No
3153,47,Management,Married,Not Graduate,371618,760,0,Yes,No,No,5,47,No
3154,32,Services,Married,Graduate,842548,715,102596,Yes,No,No,2,52,Yes
3155,27,Self-Employed,Married,Not Graduate,325141,669,61192,No,No,Yes,5,36,No
3156,40,Unemployed,Married,Graduate,195709,607,0,Yes,No,Yes,4,79,No
3157,50,Services,Married,Graduate,570060,707,0,No,Yes,No,7,90,No
3158,34,Student,Single,Not Graduate,324247,772,6052,Yes,No,No,2,96,No
3159,55,Management,Single,Graduate,336278,766,25929,Yes,Yes,No,2,82,No
3160,18,Admin,Single,Graduate,553107,659,0,Yes,No,No,4,126,No
3161,38,Retired,Married,Graduate,190859,774,26280,No,No,No,7,73,No
3162,53,Management,Single,Graduate,563016,835,83471,No,No,No,3,77,Yes
3163,47,Services,Married,Graduate,352807,609,220171,Yes,No,Yes,1,87,Yes
3164,31,Retired,Single,Graduate,280394,679,167018,No,No,Yes,5,144,No
3165,33,Entrepreneur,Married,Graduate,375744,634,83471,Yes,No,No,5,90,No
3166,35,Technician,Single,Graduate,660991,680,77150,No,No,Yes,6,139,No
3167,36,Self-Employed,Single,Graduate,543440,586,177188,Yes,Yes,No,4,61,No
3168,37,Retired,Single,Graduate,159796,721,66876,No,No,No,3,65,Yes
3169,33,Unemployed,Single,Graduate,682467,798,56311,Yes,Yes,Yes,3,158,Yes
3170,46,Student,Married,Graduate,1206875,690,110228,No,No,No,2,1,No
3171,29,Services,Married,Not Graduate,423941,663,25478,Yes,No,No,3,54,No
3172,30,Services,Divorced,Graduate,907311,778,134026,No,No,No,6,2,No
3173,38,Admin,Married,Not Graduate,265704,709,2871,Yes,Yes,Yes,2,51,Yes
